polish,english,other,type
słynąć,to be famous,,
słój,jar,,
tablica,blackboard/noticeboard,,
tajemnica,(a) secret,,
tajny,secret,,
tak samo,equally/same,,
tak zwany,so-called,,
tamtejszy,local,,
tandeta,crap/tat/rubbish,,
taniejesz (tanieć),You are becoming cheaper,,
tanieję (tanieć),I am becoming cheaper,,
tanieć,to become cheaper (repeated),,
tapeta,wallpaper,,
tapicer,upholsterer,,
tarcza,shield/clock-face/target/disc,,
tarka,grater,,
tarzać się w czymś,to wallow/roll in something,,
taszczyć,to lug (repeated),,
taśma,(sticky) tape,,
tchórz,(a) coward,,
teczka,briefcase,,
tematyka,subject matter,,
temblak,(arm) sling,,
temu,ago,,
teoria,theory,,
teraźniejszość,the present,,
termin,deadline/date,,
terminarz,calendar,,
teza,thesis,,
teściowa,mother-in-law,,
teść,father-in-law,,
tkanina,fabric/cloth,,
tkanka,tissue,,
tkać,to weave (repeated),,
tkliwy,affectionate/loving,,
tkwisz (tkwić),You are getting stuck,,
tkwić,to get stuck (repeated),,
tkwię (tkwić),I am getting stuck,,
tlen,oxygen,,
tlić się,to smoulder,,
tobołek,bundle II,,
toczyć się,to roll/trundle/wheel (repeated),,
tom,volume (of a book),,
toniesz (tonąć),You are sinking,,
tonąć,to sink (repeated),,
tonę (tonąć),I am sinking,,
topić,to drown (repeated),,
topnieć,to thaw (repeated),,
topola,poplar tree,,
topór,large axe,,
tors,torso,,
towar,goods/commodity,,
towarzyski,gregarious,,
towarzystwo,company I,,
towarzyszyć,to accompany,,
toń,depths,,
tożsamość,identity,,
tracisz (tracić),You are losing (something),,
tracić,to lose (something) (repeated),,
tracę (tracić),I am losing (something),,
traf,chance,,
trafiać,to hit (repeated),,
trafić,to hit (once),,
trafny,accurate/apt,,
trajkotać,to babble/chatter II,,
traktować,to treat/handle (repeated),,
trapić się o coś,to worry about something,,
traszka,newt,,
tratwa,raft,,
trawnik,lawn,,
treść,content,,
trop,clue/trail/scent,,
troska,worry/care/concern,,
troszczyć się,"to care for, to take care of (repeated)",,
trucht,trot,,
trucizna,poison,,
trud,difficulty,,
trudzić kogoś czymś,to bother/trouble somebody with something,,
trujący,poisonous,,
trumna,coffin/casket,,
trup,corpse,,
truć kogoś czymś,to poison somebody with something (repeated),,
trwać,to last/persist,,
trwałość,durability,,
trwały,durable,,
trwoga,fear/terror,,
trwonić,to squander (repeated),,
tryskać,to squirt/gush (repeated),,
trysnąć,to squirt/gush (once),,
trzaskać,to slam (repeated),,
trzasnąć,to slam (once),,
trzeszczeć,to crackle (repeated),,
trzeźwy,sober,,
trzysta,three hundred,,
trząść się,to shake (repeated),,
trzęsienie ziemi,earthquake,,
trzęsiesz się (trząść się),You are shaking,,
trzęsę się (trząść się),I am shaking,,
trąbić,to honk/bellow (repeated),,
trąbka,trumpet,,
tu i ówdzie,here and there,,
tuzin,dozen,,
tuż,nearby/just,,
twierdzić,to assert/claim (repeated),,
tworzyć,to create (repeated),,
tycie,weight gain,,
tyczyć się,to concern II,,
tydzień,week,,
tyjesz (tyć),You are gaining weight,,
tyję (tyć),I am gaining weight,,
tyle,so many/much,,
tylny,rear,,
tymczasem,meanwhile,,
tymczasowo,temporarily,,
tynkować,to plaster (repeated),,
typowy,typical,,
tyrać,to slave,,
tysiąc,one thousand,,
tytoń,tobacco,,
tyć,to gain weight (repeated),,
tęgi,stout,,
tępy,blunt/dull,,
tęsknota,a longing,,
tętnić,to pulsate/throb,,
tło,background,,
tłuc,to shatter (repeated),,
tłuczesz (tłuc),You are shattering,,
tłukę (tłuc),I am shattering,,
tłum,crowd I,,
tłumaczyć,to explain/translate/interpret (repeated),,
tłusty,fat,,
u stóp czegoś,at the foot of something,,
ubezpieczenie,insurance,,
ubezpieczony,insured,,
ubiegać się o coś,to apply for something,,
ubiegły,last,,
ubierać,to dress (repeated),,
ubocze,out-of-the-way place,,
ubogi,"poor (as in, not rich)",,
ubrać,to dress (once),,
ubrudzić,to dirty (once),,
ubóstwo,poverty,,
ubóść,to butt (once),,
ubłagać,to beg (once),,
uchodzić za kogoś,to pass as somebody (repeated),,
uchwalać,to enact/pass (repeated),,
uchwalić,to enact/pass (once),,
ucichnąć,to quieten down (once),,
uciec,to run away/escape (once),,
ucieczka,getaway/escape,,
uciekać,to run away/escape (repeated),,
uciekinier,escapee/fugitive,,
uciekniesz (uciec),You will run away,,
ucieknę (uciec),I will run away,,
uciszać,to silence (repeated),,
uciszyć,to silence (once),,
uciułać,to collect (money) laboriously (once),,
uczcić,to honour (once),,
uczelnia,university/college,,
uczesać,to comb (once),,
uczestniczyć,to participate,,
uczestnik,participant,,
uczta,feast,,
uczucie,feeling,,
uczuciowy,emotional,,
uczynić,to do/make something significant (once),,
uczyć się,to learn (repeated),,
uczęszczać,to attend,,
udany,successful,,
udawać,to fake/pretend (repeated),,
udawać się,to succeed (repeated),,
udać,to fake/pretend (once),,
udać się,to succeed (once),,
uderzać się,to hit/bump (repeated),,
uderzyć się,to hit/bump (once),,
udo,thigh,,
udoskonalenie,improvement/refinement/perfection,,
udowodniać,to prove (repeated),,
udowodnić,to prove (once),,
udręczać,to torment (repeated),,
udręczyć,to torment (once),,
udręka,torment,,
udusić,to strangle (once),,
udział,participation,,
udziałowiec,shareholder,,
udzielać,to dish out (repeated),,
udzielić,to dish out (once),,
ufać,to trust (repeated),,
ufny,trusting/trustful,,
ujawniać,to disclose (repeated),,
ujawnić,to disclose (once),,
ujmować,to grasp (repeated),,
ująć,to grasp (once),,
ujść za kogoś,to pass as somebody (once),,
ukarać,to punish (once),,
ukazać,to portray/depict (once),,
ukazywać,to portray/depict (repeated),,
ukołysać,to rock/sway (once),,
ukradkiem,furtively/steathily,,
ukraść,to steal (once),,
ukroić,to cut I (once),,
ukryjesz (ukryć),You will hide/conceal,,
ukryję (ukryć),I will hide/conceal,,
ukryty,hidden,,
ukrywać,to hide/conceal (repeated),,
ukryć,to hide/conceal (once),,
ukształtować,to shape (once),,
układ,arrangement/layout,,
układać,to arrange/align (repeated),,
ukłucie,prick/sting,,
ulatniać się,to escape/vanish/evaporate (repeated),,
ulec komuś/czemuś,to give into somebody or something (once),,
ulegać komuś/czemuś,to give into somebody or something (repeated),,
ulegniesz komuś/czemuś (ulec),You will give into somebody or something,,
ulegnę komuś/czemuś (ulec),I will give into somebody or something,,
ulewa,downpour,,
ulewny,torrential,,
ulga,relief,,
ulgowy,reduced,,
uliczny,street,,
ulokować,to place (once),,
ulotnić się,to escape/vanish/evaporate (once),,
ulubieniec,favourite,,
ulżysz (ulżyć),You are lightening/easing,,
ulżyć,to lighten/ease,,
ulżę (ulżyć),I am lightening/easing,,
umarzać,to write off (repeated),,
umawiać się z kimś,to arrange to meet with someone (repeated),,
umeblować,to furnish (once),,
umiar,moderation,,
umiarkowany,temperate/moderate,,
umiejętność,ability/skill,,
umierać,to die (repeated),,
umieć,"to know how, to be able",,
umilać,to pass time pleasantly (repeated),,
umilić,to pass time pleasantly (once),,
umorzony,written off,,
umorzyć,to write off (once),,
umowa,agreement/deal/treaty,,
umożliwiać,to enable or to make possible (repeated),,
umożliwić,to enable or to make possible (once),,
umrzeć,to die (once),,
umysł,mind,,
umysłowy,intellectual/mental,,
umywalka,bathroom sink,,
umyć,to wash (once),,
umówić się z kimś,to arrange to meet with someone (once),,
uniesienie,elation/passion,,
uniesiesz się (unieść się),You will hover,,
unieważnienie,invalidation,,
unieść się,to hover (once),,
unikać,to avoid (repeated),,
uniknąć,to avoid (once),,
uniosę się (unieść się),I will hover,,
unosić się,to hover (repeated),,
uosobienie,epitome/embodiment,,
upadać,to fall (repeated),,
upadek,fall/downfall,,
upadniesz (upaść),You will fall,,
upadnij (upaść),Fall! (once),,
upadnę (upaść),I will fall,,
upajać,to inebriate/intoxicate (repeated),,
upalny,sweltering,,
upamiętniać,to commemorate (repeated),,
upamiętnić,to commemorate (once),,
uparty,stubborn/obstinate,,
upał,heat,,
upaść,to fall (once),,
upewniaj się (upewniać się),Make sure! (repeated),,
upewniam się (upewniać się),I am making sure of,,
upewniasz się (upewniać się),You are making sure of,,
upewniać się,to make sure of (repeated),,
upewnij się (upewnić się),Make sure! (once),,
upewnisz się (upewnić się),You will make sure of,,
upewnić się,to make sure of (once),,
upewnię się (upewnić się),I will make sure of,,
upierać się,to insist (repeated),,
upinać,to pin up (repeated),,
upiąć,to pin up (once),,
uplatać,to plait/weave (repeated),,
upleciesz (upleść),You will plait/weave,,
upleść,to plait/weave (once),,
uplotę (upleść),I will plait/weave,,
upodabniać,to make similar (repeated),,
upodobanie,fancy/partiality/liking/penchant,,
upodobnić,to make similar (once),,
upoić,to inebriate/intoxicate (once),,
upokarzać,to humiliate (repeated),,
upokorzyć,to humiliate (once),,
upominam (upominać),I am rebuking,,
upominasz (upominać),You are rebuking,,
upominać,to rebuke (repeated),,
upomniesz (upomnieć),You will rebuke,,
upomnieć,to rebuke (once),,
upomnę (upomnieć),I will rebuke,,
uporać się z czymś,to deal with something,,
uporczywy,persistent/stubborn,,
upoważniać,to authorize (repeated),,
upoważnić,to authorize (once),,
upowszechniać,to disseminate (repeated),,
upowszechnić,to disseminate (once),,
upragniony,coveted,,
upraszczaj (upraszczać),Simplify! (repeated),,
upraszczam (upraszczać),I am simplifying,,
upraszczasz (upraszczać),You are simplifying,,
upraszczać,to simplify (repeated),,
uprawa,cultivation,,
uprawiać,to practice,,
uproszczony,simplified,,
uproszczę (uprościć),I will simplify,,
uprościsz (uprościć),You will simplify,,
uprościć,to simplify (once),,
uprość (uprościć),Simplify! (once),,
uprzedzać,to forewarn (repeated),,
uprzedzić,to forewarn (once),,
uprzejmy,polite I,,
uprzeć się,to insist (once),,
upudrować,to powder (once),,
upuszczać,to drop (repeated),,
upuścić,to drop (once),,
upór,stubbornness/obstinacy,,
upłynąć,to go by (once),,
upływ,passage,,
upływać,to go by (repeated),,
uratować,to rescue/save I (once),,
urażony,hurt/offended,,
urlop,leave/holiday,,
uroczy,charming,,
uroczystość,ceremony (e.g. wedding/funeral),,
uroczysty,festive/celebratory,,
uroda,beauty,,
urodzaj,harvest,,
urodzajny,fertile,,
urodzenie,birth,,
urodzić,to give birth to (once),,
urojony,imaginary,,
urok,appeal/attraction/charm,,
urosnąć,to grow (once),,
urozmaicać coś,to vary/diversify something (repeated),,
urozmaicić coś,to vary/diversify something (once),,
uruchamiać,to set in motion (repeated),,
uruchomić,to set in motion (once),,
urwisko,cliff/precipice,,
urwisty,precipitous/craggy,,
urzec,to captivate (once),,
urzeczywistniać,to implement/realize (repeated),,
urzeczywistnić,to implement/realize (once),,
urzekać,to captivate (repeated),,
urząd,government office,,
urządzać,to organize/throw (repeated),,
urządzenie,device/appliance/utensil,,
urządzić,to organize/throw (once),,
urzędnik,official or civil servant,,
uschnąć,to wither (once),,
usiłować,to try/attempt,,
usmażyć,to fry (once),,
uspokajać się,to calm (oneself) down (repeated),,
uspokoisz się (uspokoić się),You will calm down,,
uspokoić się,to calm (oneself) down (once),,
uspokoję się (uspokoić się),I will calm down,,
usposobiony,disposed,,
usprawiedliwiać,to justify (repeated),,
usprawiedliwienie,explanation/justification/excuse,,
usprawiedliwić,to justify (once),,
ustalać,to fix/establish (repeated),,
ustalić,to fix/establish (once),,
ustalony,fixed/established,,
ustawa,law or bill,,
ustawodawczy,legislative,,
usterka,fault/flaw,,
ustny,oral/verbal/spoken,,
ustosunkować się do czegoś,to give one's opinion of something (once),,
ustosunkowywać się do czegoś,to give one's opinion of something (repeated),,
ustrój,system/regime,,
ustąpić,to give way (once),,
ustępować,to give way (repeated),,
usunięty,ousted/expelled,,
usunąć,to remove (once),,
usuwać,to remove (repeated),,
usychać,to wither (repeated),,
usypiać,to put to sleep (repeated),,
uszczelniać coś czymś,to seal something with something (repeated),,
uszczelnić coś czymś,to seal something with something (once),,
uszczęśliwiać kogoś,to make somebody happy (repeated),,
uszczęśliwić kogoś,to make somebody happy (once),,
uszkodzenie,damage/injury,,
uszkodzony,damaged,,
usługa,service,,
utkać,to weave (once),,
utkwić,to get stuck (once),,
utopić,to drown (once),,
utracić,to lose (something) (once),,
utrata,loss II,,
utrudniać,to impede/hinder (repeated),,
utrudnić,to impede/hinder (once),,
utrzymanie,upkeep/maintenance,,
utrzymać,"to maintain, to provide for (once)",,
utrzymywać,"to maintain, to provide for (repeated)",,
utworzyć,to establish/form (once),,
utwór,piece of work,,
uwaga,attention,,
uwalniać,to rid/free/liberate (repeated),,
uwieczniać,to immortalize (repeated),,
uwiecznić,to immortalize (once),,
uwierać,"to dig into, to pinch",,
uwikłać w coś,to get involved/entangled in something (once),,
uwięzić,to imprison/trap (once),,
uwolnić,to rid/free/liberate (once),,
uwzględniać,to take into consideration (repeated),,
uwzględnić,to take into consideration (once),,
uzależniać się od czegoś,to become addicted to something (repeated),,
uzależnienie,addiction,,
uzależnić się od czegoś,to become addicted to something (once),,
uzasadniać,to justify/defend a point of view (repeated),,
uzasadniony,justified,,
uzasadnić,to justify/defend a point of view (once),,
uzbrajać,to arm (repeated),,
uzbroić,to arm (once),,
uzbrojony,armed,,
uzda,bridle,,
uziemiać,to earth/ground (repeated),,
uziemić,to earth/ground (once),,
uznajesz (uznawać),You are acknowledging,,
uznaję (uznawać),I am acknowledging,,
uznam (uznać),I will acknowledge,,
uznanie,recognition,,
uznany,recognized,,
uznasz (uznać),You will acknowledge,,
uznawać,to acknowledge (repeated),,
uznać,to acknowledge (once),,
uzupełniać,to fill out (repeated),,
uzupełnić,to fill out (once),,
ułamek,fraction,,
ułatwienie,facilitation,,
ułożyć,to arrange/align (once),,
uścisk,grip/clasp,,
uśmierzać,to relieve/soothe (repeated),,
uśmierzyć,to relieve/soothe (once),,
uśpisz (uśpić),You will put to sleep,,
uśpić,to put to sleep (once),,
uśpię (uśpić),I will put to sleep,,
uświadamiać,to make aware (repeated),,
uświadomić,to make aware (once),,
użalać się nad kimś,to pity somebody,,
użyjesz (użyć),You will use,,
użyję (użyć),I will use,,
użytek,use,,
użytkownik,user,,
używanie,using,,
używać,to use (repeated),,
użyć,to use (once),,
w ciągu,in the course of,,
w międzyczasie,in the meantime,,
w oddali,in the distance,,
w ogóle,in general,,
w pobliżu,in the vicinity,,
wachlarz,fan,,
wada,flaw,,
wahanie,hesitation,,
wahać się,to hestitate (repeated),,
walać się,to scatter about,,
walka,fight/battle/struggle,,
walor,virtue II,,
waluta,currency,,
wapień,limestone,,
warczeć,to growl/snarl (repeated),,
wariacki,crazy,,
warknąć,to growl/snarl (once),,
warkocz,braid/plait,,
warownia,stronghold,,
warstwa,layer/coat,,
warsztat,workshop,,
wartość,value,,
warunek,term/condition,,
wał,embankment I,,
waśń,strife/feud/quarrel,,
ważyć,to weigh (repeated),,
wbijać,to hammer/plunge/sink (repeated),,
wbijesz (wbić),You will hammer/plunge/sink,,
wbiję (wbić),I will hammer/plunge/sink,,
wbić,to hammer/plunge/sink (once),,
wbrew,against,,
